,moqual,faqual,admingrade,eduspecneeds,prevgrade,ownschshp,prevqual,displaced,debtor,paidfeetodate,gender,secsemgrade,target,course
2903,1,1,119.2,0,116,1,1,1,0,1,0,13.5,1,9238
2904,37,37,129,0,133.1,0,1,0,0,1,0,12,0,8014
2905,3,1,132.5,0,136,0,1,1,0,1,0,12.5,1,9773
2906,37,38,115,0,160,1,1,0,0,1,0,11.33333333,1,8014
2907,1,37,128,0,140,1,1,0,0,1,0,14.06666667,1,9500
2908,37,37,125.1,0,130,0,1,0,0,1,0,13.57142857,1,9085
2909,1,19,140,0,140,0,1,1,1,0,0,12.25,0,9003
2910,1,1,120.9,0,123,0,1,1,0,1,0,0,0,9773
2911,19,19,135.3,0,143,0,1,1,0,1,0,13.27625,1,9500
2912,34,34,125.2,0,133.1,0,1,0,0,1,0,0,0,9085
2913,22,30,135.7,0,136,0,1,1,0,1,0,14.75,1,9238
2914,37,37,110,0,133.1,0,1,0,0,1,0,0,0,9147
2916,37,37,110,0,110,0,3,0,0,1,0,14.5,1,8014
2917,38,38,115.2,0,118,0,1,1,0,1,0,12.32142857,1,9500
2918,37,37,112.9,0,110,0,2,0,0,1,0,11.83333333,0,9991
2919,19,1,119.4,0,133.1,0,19,0,1,0,0,0,0,9003
2920,19,19,152.9,0,162,1,1,1,0,1,0,0,1,171
2922,37,37,98.5,0,133.1,0,19,0,0,1,0,12.4,0,9238
2923,34,34,108,0,150,0,1,0,0,1,0,0,0,9670
2924,19,37,120,0,133.1,1,1,0,0,1,0,12.75714286,1,9500
2925,37,37,150.2,0,154,1,1,0,0,1,0,14.66666667,1,9773
2926,1,3,139.2,0,140,0,39,0,1,1,0,14.57142857,1,8014
2927,19,37,130,0,158,0,1,1,0,1,0,10.4,1,9147
2928,37,37,115.7,0,122,0,1,1,0,1,0,0,0,171
2930,37,34,118.1,0,133.1,0,9,1,0,1,0,12.5,0,9991
2931,6,6,119.1,0,132,0,1,1,1,1,0,0,0,9130
2932,37,37,111.9,0,130,0,1,0,1,1,0,0,0,9991
2933,19,19,130.5,0,144,0,1,1,0,1,0,11.97142857,1,9500
2934,34,34,135,0,133.1,0,12,0,0,1,0,0,0,8014
2935,34,34,130,0,133.1,0,1,0,1,1,0,12.25,0,9773
2936,29,10,150,0,150,0,1,1,0,1,0,0,0,9085
2937,34,34,150.2,0,150,0,1,1,0,0,0,0,0,9853
2939,37,37,107.5,0,100,0,1,0,0,1,0,0,0,8014
2940,37,37,130,0,100,1,3,0,0,1,0,12.33333333,1,8014
2942,40,1,160.1,0,145,1,1,0,0,1,0,13.58333333,1,171
2943,19,19,140,0,130,0,1,0,0,1,0,13.83333333,1,9003
2944,4,3,110.7,0,118,0,1,1,0,1,0,12.75,1,9500
2945,37,19,138.3,0,133.1,0,1,0,0,1,0,13,0,9853
2946,3,37,150,0,150,0,39,0,0,1,0,0,0,9853
2947,4,1,112.3,0,113,0,1,0,0,1,0,13.14285714,1,9670
2948,1,19,122,0,136,0,1,0,0,1,0,12,1,9853
2949,3,3,141.7,0,140,0,1,1,0,1,0,12,0,9085
2950,19,38,118.4,0,131,0,1,0,0,1,0,12.6,1,9003
2951,1,1,128.7,0,138,0,1,1,0,1,0,13.83333333,1,9085
2953,37,37,100.8,1,140,0,1,0,0,1,0,0,0,171
2954,37,37,125.5,0,120,1,1,1,0,1,0,14.8,1,9238
2955,37,37,124,0,139,0,1,1,0,1,0,0,1,171
2956,37,37,130,0,130,0,3,0,0,1,0,0,0,9500
2957,37,37,160.5,0,110,0,3,0,0,1,0,11,1,8014
2958,37,19,100,0,133.1,0,19,0,0,1,0,11,0,9853
2959,2,2,103,0,133.1,0,1,0,0,1,0,12.83333333,1,9254
2960,1,1,103,0,133.1,1,1,1,0,1,0,12.66666667,1,9670
2961,19,37,131.5,0,139,0,1,1,0,1,0,14.13714286,1,9500
2962,1,1,121.4,0,134,0,1,0,0,1,0,11,0,9070
2963,1,3,137.3,0,160,0,3,0,0,1,0,11.5,1,9991
2964,19,19,138.4,0,124,1,1,1,1,1,0,12.5,0,9070
2965,1,3,131.1,0,137,1,1,1,1,1,0,12.6,1,9147
2966,3,3,100,0,157,0,1,0,0,1,0,14.1875,1,9500
2968,35,37,100,0,100,0,1,0,0,1,0,11.16666667,1,8014
2969,19,3,159,0,130,1,1,0,0,1,0,14.2,1,9670
2970,19,19,120.6,0,133.1,0,1,1,0,1,0,12.6,1,9238
2971,19,1,134,0,120,0,3,0,0,1,0,12.66666667,0,9991
2973,37,37,116.5,0,128,0,1,1,0,1,0,12.33333333,1,9147
2974,1,19,113.9,1,124,0,1,1,0,1,0,0,0,171
2975,3,3,130,0,130,0,3,0,0,1,0,14.6,1,9991
2976,1,19,129.9,0,132,1,1,1,0,1,0,12.16666667,1,9254
2977,1,3,133.7,0,133.1,0,12,0,0,1,0,13.875,0,9853
2978,5,3,124.8,0,129,0,1,1,0,1,0,12,1,9070
2979,3,2,133.6,0,135,0,1,1,0,0,0,12.75,0,9085
2980,37,19,133.5,0,138,0,1,1,0,0,0,12.16666667,1,9773
2981,19,37,128,0,135,1,1,1,0,1,0,13.125,1,9070
2982,3,19,127.2,0,131,1,1,1,0,1,0,14.575,1,9500
2983,19,19,150,0,150,0,3,0,1,0,0,13.66666667,1,9853
2984,1,19,127.8,0,133,1,6,1,0,1,0,14.35,1,9500
2985,37,19,125.2,0,135,0,1,1,0,1,0,13.5,1,9070
2987,34,34,100,0,100,0,19,0,0,1,0,11.83333333,1,8014
2988,3,3,151.4,0,158,0,1,1,0,0,0,13.25,1,171
2990,19,19,163.3,0,172,1,1,1,0,1,0,13,1,9130
2991,37,37,118,0,123,1,1,1,0,1,0,11.82,1,9500
2992,3,3,140.2,0,144,0,1,1,0,1,0,0,0,9773
2993,37,37,128.5,0,140,1,1,0,0,1,0,12.66666667,1,8014
2994,1,38,131.5,0,136,0,1,1,0,1,0,11.85714286,1,9773
2995,1,1,132.6,0,137,1,1,1,0,1,0,14.9,1,9500
2996,19,1,122.1,0,128,0,1,1,0,1,0,13.8,1,9238
2998,3,19,133,0,130,0,1,1,0,1,0,13.66666667,1,9130
2999,19,19,127,0,138,0,1,0,0,0,0,0,0,8014
3001,4,1,136.4,0,139,0,1,1,0,1,0,12.18888889,1,9500
3002,3,1,129,0,136,1,1,1,0,1,0,12.2,0,9773
3003,19,19,119,0,126,1,1,1,0,1,0,13.375,0,9556
3004,37,38,128,0,135,1,1,1,1,1,0,13,1,9147
3005,19,38,117.1,0,122,1,1,1,0,1,0,14.95555556,1,9500
3006,1,19,136.3,0,137,0,1,0,0,1,0,11,1,9147
3008,40,19,130.7,0,137,0,1,1,0,1,0,14.6,0,9130
3009,1,12,115.2,0,125,0,1,1,0,1,0,14.4625,1,9500
3010,3,2,130.2,0,141,0,1,1,0,1,0,13,1,9085
3011,2,2,128.5,0,132,0,1,0,0,1,0,14,0,9085
3012,37,37,95,0,133.1,0,1,1,0,1,0,13.57142857,1,9500
3013,1,1,119.4,0,132,1,1,1,0,1,0,13.5,1,9670
3014,1,37,123.5,0,142,0,1,1,0,1,0,0,0,9500
3015,38,1,133.9,0,136,0,1,1,0,1,0,14.62777778,1,9500
3016,1,19,145.2,0,150,0,42,1,0,1,0,13.7,1,9085
3017,3,3,118.8,0,130,0,1,0,0,1,0,14.53333333,1,9500
3018,37,37,123.4,0,136,1,1,1,0,1,0,12.8,1,9085
3019,3,3,123,0,138,0,1,1,0,1,0,11.33333333,1,9238
3020,19,9,118.4,0,131,0,1,0,0,1,0,12.83333333,1,9130
3021,3,1,131.6,0,147,0,1,0,0,1,0,14.71875,1,9500
3022,38,19,122.3,0,140,0,1,1,0,1,0,12.25,0,9853
3023,38,19,151.7,0,152,1,1,1,0,1,0,0,1,171
3024,19,37,176,0,169,1,1,1,0,1,0,0,1,171
3025,1,1,133,0,149,1,1,1,0,1,0,14,1,9500
3027,41,1,119.6,0,122,0,1,1,0,1,0,11.33333333,0,9773
3028,37,37,134,0,130,1,1,0,0,1,0,14,1,8014
3029,37,37,132,0,145,0,1,1,0,1,0,10,1,9147
3030,37,37,130,0,130,0,3,0,0,1,0,11.90909091,0,9853
3031,38,3,141.4,0,157,0,1,0,0,1,0,15.9,1,9500
3032,19,1,128.9,0,135,1,1,1,0,1,0,12.20555556,1,9500
3033,40,38,118.1,0,123,0,1,1,0,1,0,13.33333333,1,9238
3034,3,4,130.6,0,139,0,1,0,0,1,0,11.85714286,1,9085
3035,12,1,122,0,136,0,1,1,0,1,0,10.83333333,1,9254
3036,3,3,123,0,135,0,1,1,0,0,0,0,0,9500
3037,1,1,126.7,0,126,1,1,1,0,1,0,13,1,9670
3038,38,19,126.6,0,122,0,1,1,0,1,0,13.83333333,1,9773
3039,38,38,125.4,0,125,0,1,0,1,0,0,11.83333333,0,9853
3040,1,19,136.1,0,134,1,1,1,0,1,0,13.14285714,0,9773
3042,1,37,111.1,0,110,0,1,1,0,0,0,13.6,1,9670
3043,3,3,135.9,0,131,1,1,0,0,1,0,11.625,1,9070
3044,1,37,119.6,0,122,1,1,1,0,1,0,12.83333333,1,9254
3045,1,1,116.7,0,123,0,1,1,0,1,0,10.75,1,9853
3047,37,37,134.2,0,137,0,1,1,0,1,0,14.2,0,9773
3048,1,19,123,0,130,1,1,0,0,1,0,13.6,1,9147
3049,38,37,123.9,0,127,0,1,1,0,1,0,13.14285714,1,9085
3050,37,37,120,0,160,0,1,0,0,1,0,11.7,0,9556
3052,37,37,123,0,138,1,1,1,0,1,0,16,1,9085
3053,38,19,122.3,0,137,1,1,0,0,1,0,13,0,9085
3054,38,38,122.8,0,127,1,1,0,0,1,0,14.57142857,1,9238
3055,19,38,160,0,160,0,3,0,0,0,0,13,0,9130
3056,19,19,120.1,0,132,1,1,1,0,1,0,14,1,9773
3057,34,34,142.4,0,126,0,1,0,0,1,0,0,0,8014
3058,38,19,127.3,0,133,0,1,1,0,1,0,12.62857143,1,9500
3059,19,37,125.5,0,140,1,1,1,0,1,0,14.23285714,1,9500
3061,12,37,122,0,129,0,1,1,0,1,0,0,0,9254
3062,19,1,107.5,0,110,1,1,1,0,1,0,11,0,9670
3063,19,19,104,0,133.1,1,19,0,1,0,0,13,1,9773
3064,38,1,133.1,0,132,1,1,1,0,1,0,11.5,1,9238
3065,19,19,113.3,0,115,0,1,1,1,1,0,0,0,9254
3066,1,1,130,0,130,0,39,1,0,1,0,12.75,1,9070
3068,37,37,105,0,140,1,1,1,0,1,0,12.5,1,9556
3069,37,37,144,0,133.1,0,12,0,0,1,1,0,0,9085
3071,1,1,107.5,0,133.1,0,38,0,1,0,1,0,0,8014
3072,1,19,127.4,0,130,0,39,0,1,0,1,12,0,9238
3074,37,37,120,0,120,0,2,0,0,0,1,12.22222222,0,9147
3076,1,1,120,0,100,0,1,0,0,1,1,13.66666667,0,9670
3078,1,37,118.2,0,129,0,1,0,0,1,1,12.25,1,9670
3079,12,38,160,0,160,0,39,1,0,1,1,13.5,0,9085
3080,19,38,152.4,0,120,0,1,0,0,1,1,14.16666667,1,9991
3081,19,37,116.6,0,122,1,1,1,1,1,1,12.575,1,9500
3082,38,38,141.6,0,143,1,1,0,0,1,0,12.08333333,1,9070
3083,3,19,105.5,0,110,0,1,1,1,0,0,0,0,9130
3084,37,19,116.3,0,124,0,1,1,0,1,0,11.5,1,9070
3086,37,37,119.5,0,130,0,1,1,0,1,0,12.42857143,1,9991
3087,19,12,125,0,139,0,1,1,0,1,0,12,1,9147
3088,37,38,160,0,140,0,3,0,0,1,0,15.94285714,1,9500
3089,37,37,150,0,150,0,1,0,0,1,0,0,0,9991
3090,37,37,115,0,123,0,1,1,0,1,0,10.71428571,1,9238
3092,38,19,112.8,0,100,1,1,0,0,1,0,12.5,1,8014
3093,29,38,131,0,148,1,1,1,0,1,0,14.575,1,9500
3094,19,19,121.6,0,130,1,1,1,0,1,0,0,0,9254
3095,19,38,110,0,118,1,1,0,0,1,0,11.42857143,1,9238
3096,38,38,148.5,0,120,1,1,0,0,1,0,12.33333333,1,8014
3097,38,19,118.3,0,119,0,1,0,0,1,0,0,0,9773
3099,19,37,115.8,0,127,0,1,0,0,1,0,0,0,8014
3100,38,19,121.2,0,134,0,1,0,0,1,0,13.32625,1,9500
3101,1,1,136.2,0,133,0,1,1,0,1,0,12.8,1,9147
3102,37,37,100.2,0,133.1,0,1,1,0,0,0,11.5,0,9670
3103,37,37,152.7,0,180,0,1,1,1,0,1,0,0,171
3104,19,19,123.1,0,129,0,1,1,0,1,0,12.42857143,1,9238
3105,19,19,130,0,120,0,1,0,0,1,0,15.4,0,9085
3106,1,38,125,0,141,1,1,1,0,1,0,12.32,1,9500
3107,1,19,113.1,0,118,0,1,1,0,1,0,14.75625,1,9500
3109,1,38,162.3,0,177,1,1,0,0,1,0,15.4,1,9147
3110,1,1,132,0,132,0,1,1,0,1,0,0,0,171
3111,4,4,130.7,0,133,0,1,1,0,1,0,15.36666667,1,9500
3112,1,1,122.3,0,124,0,1,1,0,1,0,12.33333333,0,9254
3114,1,19,118.2,0,128,0,1,0,0,1,0,11.5,1,9773
3115,19,38,133.5,0,138,1,1,0,0,1,0,13.33333333,1,9238
3116,37,37,126.8,0,144,0,1,1,1,0,0,0,0,9500
3117,19,19,121,0,122,0,1,1,0,1,0,13.33333333,1,9773
3118,19,19,117.7,0,111,0,1,0,0,1,0,11.5,1,9254
3120,37,37,129.2,0,120,0,2,0,0,1,0,12.83333333,0,9991
3121,37,38,125.8,0,135,1,1,0,0,1,0,11.55,1,9556
3123,38,38,142,0,147,0,1,1,0,1,0,14.65,1,9500
3124,19,37,126.7,0,137,1,1,1,0,1,0,14.86363636,1,9500
3125,34,34,109.3,0,117,0,1,0,0,1,0,12.07142857,1,9238
3127,19,19,121.7,0,128,0,1,1,0,1,0,15.4,1,9147
3128,1,37,117.1,0,115,0,1,1,1,1,0,13,1,9147
3129,1,38,114.4,0,121,1,1,0,0,1,0,12.83333333,1,9773
3130,3,1,133,0,134,0,1,1,0,1,0,12,1,9238
3131,38,38,118.8,0,126,1,1,1,0,1,0,12.78571429,1,9500
3132,3,1,151,0,151,0,1,1,0,1,0,13.33333333,1,9130
3135,1,40,149.9,0,138,0,1,1,0,1,0,0,1,171
3136,38,37,120.1,0,133,0,1,1,0,1,0,11.75,1,9085
3137,2,3,173.3,0,150,0,3,1,0,1,0,16.5,1,9085
3138,19,19,126.2,0,136,0,1,0,0,1,0,15,1,9773
3140,19,1,157.4,0,128,0,1,1,0,1,0,14.28571429,1,9085
3141,1,19,120.2,0,131,0,1,1,0,1,0,11.6,1,9147
3142,38,38,124.8,0,130,0,1,0,0,1,0,0,0,9147
3143,37,37,130.3,0,150,1,1,0,0,1,0,15.11428571,1,9500
3144,37,38,152.4,0,165,1,1,1,0,1,0,14.28571429,1,9238
3145,37,37,113.5,0,133.1,1,1,0,0,1,0,12,1,9991
3146,3,1,125.7,0,126,1,1,0,0,1,0,11.33333333,1,9238
3149,37,37,120,0,100,1,1,0,1,1,0,10.75,1,9670
3151,3,1,162.2,0,159,0,1,1,1,0,0,0,0,171
3152,2,1,155.7,0,177,1,1,0,1,1,0,13.83333333,1,9773
3153,3,3,147.7,0,156,0,1,1,0,1,0,15,1,171
3156,1,38,125,0,125,0,1,1,0,1,0,11.25,1,9003
3157,19,19,129.8,0,127,0,1,1,0,1,0,10,0,9147
3160,38,19,117.3,0,125,1,1,1,0,1,1,0,1,171
3161,1,1,126.5,0,138,1,1,1,0,1,0,11.8,1,9254
3162,19,38,123,0,136,0,1,1,0,1,0,14.32857143,1,9500
3163,1,38,127.7,0,142,1,1,0,0,1,0,16.33333333,1,9238
3164,19,37,117.5,0,129,0,1,1,0,1,0,12.4,1,9085
3165,1,1,128.4,0,134,1,1,1,0,1,0,13.25,1,9085
3166,3,1,124.1,0,123,0,1,1,0,1,0,10,0,9853
3167,19,38,140.9,1,150,0,1,0,0,1,0,10.5,0,9991
3168,1,1,126.2,0,129,1,1,0,1,0,0,11.33333333,0,9254
3169,1,37,120.5,0,134,1,1,1,0,1,1,10.868,1,9500
3170,1,37,121.1,0,127,1,1,1,0,1,1,12.8,1,9147
3171,1,3,123.7,0,123,0,1,1,1,0,0,10.75,0,9853
3172,12,38,116.9,0,127,0,1,1,1,1,0,12.25,0,9254
3173,38,19,100,0,133.1,1,1,1,0,1,0,12.15714286,1,9556
3175,38,1,153.8,0,120,0,1,0,1,1,1,0,0,33
3176,19,19,120.1,0,133,1,1,1,0,1,0,14,1,9500
3177,38,38,128.1,0,133,1,1,1,0,1,1,13,0,9670
3178,3,19,126.8,0,143,0,1,0,0,1,1,14.53571429,1,9500
3180,3,3,146.2,0,157,0,1,0,0,1,1,13.66666667,1,9070
3181,19,3,140,0,133.1,0,19,1,1,1,1,12.66666667,0,9130
3182,34,34,134.5,0,145,0,1,1,0,1,1,11.14285714,1,8014
3184,1,38,107.5,0,111,1,1,0,0,1,1,13.66666667,1,9085
3185,19,1,112.2,0,116,0,1,0,0,1,1,0,0,9119
3186,12,36,128.2,0,133.1,1,10,0,0,0,1,0,0,9130
3187,19,19,126.8,0,135,0,1,1,0,1,1,0,0,9500
3188,19,38,132.1,0,145,0,1,1,0,1,1,0,0,9147
3189,37,37,110,0,118,0,1,0,0,1,1,0,0,171
3190,19,19,100,0,130,0,1,0,0,0,1,0,0,9003
3191,19,37,114.3,0,115,0,1,0,0,1,1,13,0,9670
3193,3,2,116.9,0,120,0,1,0,0,1,1,11.25,0,9070
3195,1,1,127,0,120,0,1,1,0,0,1,0,0,9773
3197,1,19,120,0,127,0,1,1,0,1,1,12.66666667,1,9147
3198,19,19,110,0,110,0,3,0,0,1,1,0,0,9254
3199,1,1,127,0,148,0,1,1,0,1,1,12.84142857,1,9500
3200,19,38,159.5,0,170,0,42,0,0,1,1,0,0,9238
3201,1,3,135.2,0,146,0,1,1,0,1,1,12.83333333,1,9773
3203,3,3,118,0,125,0,1,1,0,1,1,11,0,9773
3204,38,1,123.6,0,139,0,1,1,0,1,1,0,0,9773
3205,37,37,111,0,133.1,0,1,0,0,0,1,0,0,9991
3206,5,1,144.6,0,146,0,1,0,0,1,1,13.33333333,1,9147
3207,2,3,111.8,0,109,0,1,1,1,1,1,11.57142857,0,9773
3208,1,38,122.1,1,135,0,1,0,1,0,1,11,0,9238
3209,38,19,119.9,0,122,0,1,0,0,1,1,10.75,1,9070
3210,3,3,130,0,130,0,3,1,0,1,1,15.57142857,1,9003
3212,3,2,112.6,0,115,1,1,0,0,1,1,12.16666667,1,9254
3213,3,19,150,0,150,0,39,0,0,1,1,0,0,9003
3214,3,3,165.8,0,170,0,1,1,0,1,1,15.16666667,1,9070
3215,3,1,101.7,0,102,1,1,1,0,1,1,12.33333333,1,9254
3216,3,3,124.3,0,140,0,1,0,0,0,1,10,0,9254
3217,37,37,122.1,0,135,0,1,1,0,1,1,12.25,1,9119
3219,1,37,154.5,0,140,0,1,0,0,1,0,0,0,9991
3220,37,37,128.8,0,147,0,1,0,1,1,0,0,0,9670
3221,37,38,106,0,140,1,1,1,1,0,0,12,0,9556
3222,19,38,146.2,0,157,1,1,1,0,1,0,14.71428571,1,9670
3223,38,3,116.9,0,120,0,1,1,1,0,0,0,0,9991
3224,19,37,118.2,0,133.1,0,12,0,0,1,0,12.25,0,9147
3225,37,37,105.7,0,140,0,1,1,0,1,0,13.81375,1,9500
3226,19,38,126.9,0,130,0,1,0,1,1,0,12.875,1,9085
3228,38,38,108.4,0,115,1,1,1,0,1,0,13.04444444,1,9500
3229,38,38,114.2,0,118,0,1,1,0,1,0,13.11666667,1,9500
3230,38,1,140,0,130,0,1,1,0,1,0,14.98571429,1,9500
3232,19,38,126.5,0,130,0,1,1,0,1,0,12.6,1,9773
3233,37,38,111.3,0,120,0,1,0,0,1,0,0,0,9085
3234,1,1,125.1,0,130,0,1,1,0,1,0,13.661,1,9500
3235,37,37,126.3,0,141,0,1,1,0,1,0,14.2725,1,9500
3236,1,19,142.2,0,138,0,1,1,0,1,0,12.6,1,9085
3238,1,1,127,0,135,0,1,1,0,1,0,13.9375,1,9500
3239,3,1,128.6,0,137,1,1,0,0,1,0,12.5,1,9238
3241,37,37,134.4,0,100,0,12,0,0,1,0,12.27272727,1,9238
3242,37,37,100,0,133.1,0,19,0,0,1,0,12,0,8014
3243,37,19,133,0,142,1,1,1,0,1,0,14.11,1,9500
3244,38,38,126.7,0,140,0,1,1,0,1,0,10.66666667,0,9853
3245,1,1,129,0,129,0,1,0,0,0,0,12,0,9773
3246,2,3,133.7,0,141,1,1,1,0,1,0,13.5,1,9773
3247,1,38,122.2,0,118,1,1,1,0,1,0,13.5,1,9085
3248,37,38,128.9,0,131,1,1,0,0,1,0,11.4,1,9147
3249,38,37,154.4,0,161,0,1,1,0,1,0,14,1,9070
3250,37,37,130,0,130,1,2,1,0,1,0,0,0,9556
3251,38,37,113,0,121,1,1,1,0,1,0,11,1,9147
3252,1,29,123.3,0,133.1,1,6,1,0,1,0,0,0,9130
3253,1,3,130,0,130,1,39,1,1,1,0,13,0,9130
3254,3,3,101.3,0,133.1,0,1,0,0,1,0,12.25,1,9085
3255,1,14,113.7,0,120,0,1,1,0,1,0,11.25,1,9670
3256,38,38,138.8,0,140,0,1,1,0,1,0,12.76666667,1,9500
3257,37,19,140,0,133.1,0,19,0,1,1,0,12.66666667,1,9003
3258,19,1,130,0,130,1,39,0,0,1,0,13.4,1,9147
3259,37,37,132.5,0,140,0,1,1,0,1,0,14.31666667,1,9500
3260,2,1,117.4,0,124,0,1,1,0,1,0,12,1,9085
3261,1,38,109.8,0,115,1,1,1,0,1,0,12.6,1,9147
3262,12,5,116.5,0,100,0,1,0,1,0,0,0,0,8014
3263,37,1,165.2,0,162,1,1,1,0,1,0,13.8,1,9085
3264,19,19,113,0,121,0,1,1,0,1,0,11,0,9853
3265,1,38,123.3,0,125,1,1,0,0,1,0,12.33333333,1,9238
3266,3,1,116.7,0,123,0,1,0,0,1,0,14,1,9670
3268,37,38,118.9,0,133.1,0,1,0,0,1,0,0,0,9500
3269,34,34,103.6,0,120,0,1,1,0,1,0,11.6,0,9773
3270,37,37,122.7,0,136,1,1,0,0,1,0,10.5,0,9254
3271,38,38,113.5,0,133.1,1,1,0,0,1,0,11.71428571,1,8014
3272,37,37,128.2,0,110,0,1,0,0,1,0,13.4,1,9147
3274,37,37,130,0,133.1,0,19,0,0,1,0,0,0,9003
3275,37,37,110,0,110,0,40,0,0,1,0,11.14285714,1,9147
3276,19,19,117.7,0,130,0,1,0,0,1,0,11,0,33
3277,38,38,99.6,0,102,1,1,1,0,1,0,14.4,1,9147
3278,3,37,117.9,0,127,0,1,1,0,1,0,13,0,9147
3279,37,37,113,0,133.1,1,1,0,0,1,0,11.5,1,8014
3280,1,1,124.4,0,137,0,1,1,0,1,0,14.625,1,9556
3281,35,35,140,0,130,0,3,0,0,0,0,12.875,0,8014
3283,38,36,124,0,131,1,1,1,0,1,0,10.83333333,1,9254
3285,37,37,149.8,0,140,0,1,0,0,1,1,13.8,1,9991
3286,38,19,160,0,160,0,43,0,0,1,1,0,0,9556
3287,38,19,114.6,0,117,0,1,0,0,0,1,10.16666667,0,9670
3288,1,37,120,0,150,0,1,0,0,1,1,12,1,9991
3289,37,37,100,0,133.1,0,19,0,0,1,1,11.61538462,1,9003
3290,1,1,128.5,0,125,0,1,0,0,1,1,0,0,9238
3291,37,37,113,0,130,0,1,1,0,0,1,0,0,9003
3292,37,37,150.8,0,170,0,1,1,0,1,0,11,0,9238
3295,19,1,114.8,0,120,0,1,1,0,1,0,11.25,1,8014
3297,19,19,129,0,130,0,1,0,1,0,0,11.56666667,0,9500
3298,1,38,110.5,0,133.1,0,1,0,0,1,0,14,1,9238
3299,38,19,132.5,0,141,0,1,1,0,0,0,0,0,9500
3300,19,19,130.7,0,138,0,1,1,0,1,0,0,0,171
3301,19,1,130.4,0,130,1,1,1,0,1,0,14.3625,1,9500
3302,37,37,124.3,0,128,1,1,1,0,1,0,13.31375,1,9500
3303,38,37,132.6,0,135,1,1,1,0,1,0,14.6,1,9085
3304,1,37,146.7,0,150,1,39,0,0,1,0,13.83333333,1,8014
3305,1,1,130.1,0,135,0,1,1,0,1,0,13,1,9773
3306,38,37,120,0,120,0,3,1,0,1,0,13.72727273,1,9254
3307,19,37,121.3,0,120,0,3,0,0,1,0,12.42857143,1,8014
3308,19,19,133.3,0,140,1,1,1,0,1,0,13.41625,1,9500
3309,19,19,110.5,0,140,0,1,0,0,1,0,0,0,9500
3310,19,19,102.5,0,140,1,1,0,0,1,0,13,1,8014
3311,40,40,150.9,0,156,0,1,1,0,1,0,14.625,0,9085
3314,3,19,117.9,0,100,0,1,0,0,0,1,0,0,9991
3315,37,19,135,0,120,0,1,1,0,1,1,14.2,1,9991
3316,19,19,120,0,120,0,3,0,0,0,1,14,0,9119
3317,1,1,167.1,0,172,1,1,0,0,1,1,0,1,171
3318,37,37,115.8,0,120,0,1,0,1,0,1,10,0,9991
3319,1,1,141.2,0,137,0,1,1,1,1,1,12,1,9070
3320,1,37,118.4,0,117,1,1,0,0,1,1,13,1,9773
3321,38,37,134.3,1,142,0,1,0,0,1,1,0,0,9147
3322,19,1,128.7,0,135,0,1,1,0,1,1,0,0,9147
3323,3,1,116.1,0,115,0,1,1,0,0,1,13.57142857,0,9119
3324,12,3,100,0,110,0,1,1,0,1,1,0,0,171
3326,37,37,130,0,140,0,1,1,0,1,1,12,1,9991
3327,1,3,150,0,150,0,39,0,0,1,1,10,0,9130
3330,1,19,132,0,133,1,1,0,0,1,1,11.57142857,1,9238
3331,12,19,125,0,110,0,1,0,0,0,1,12,0,9254
3332,1,1,116.2,0,126,0,1,0,1,0,1,11.5,0,9119
3333,34,34,100,0,133.1,0,19,1,0,0,1,10.66666667,0,9670
3334,38,38,132.9,0,136,0,1,1,0,1,1,11.8,1,9773
3336,19,19,140,0,140,0,39,1,0,0,1,0,0,9003
3337,34,34,100.1,0,160,0,1,0,0,0,1,12.25,0,9670
3338,37,36,128.2,0,133.1,0,1,0,0,1,1,11.33333333,0,9085
3340,34,1,136.1,0,142,0,1,1,0,0,1,0,0,9773
3342,3,19,130.3,0,131,1,1,1,0,1,1,12.66666667,1,9070
3344,40,1,142.5,0,110,0,1,0,1,0,1,11.66666667,0,9085
3345,37,38,114.6,0,124,0,1,1,0,1,1,13,0,9254
3346,37,37,108.5,0,120,0,1,0,0,1,1,0,0,9500
3347,37,37,140,0,133.1,0,12,0,0,1,1,0,0,9147
3348,38,37,120,0,133.1,0,1,0,0,1,1,11.6,1,9003
3349,2,1,120,0,133.1,0,19,0,1,1,1,0,0,9670
3351,37,37,140,0,140,0,39,0,0,1,1,10.5,0,9003
3352,1,12,111.3,0,138.7,0,1,0,0,1,1,11,0,9119
3353,38,1,131,0,131,1,1,1,0,1,1,11.83333333,1,9773
3354,38,37,139.5,0,149,1,1,0,0,1,1,15.3,1,9500
3355,38,19,110,0,133.1,0,19,0,0,0,1,0,0,9003
3357,3,3,115,0,120,0,1,0,0,1,1,0,0,9003
3358,1,19,154.3,0,133.1,0,1,0,0,1,0,0,0,9500
3360,1,1,115.2,0,126,0,1,0,0,0,0,13.125,0,9670
3361,19,1,130.6,0,125,1,1,1,0,1,0,14,1,9773
3362,1,1,117.4,0,123,1,1,1,0,1,0,11.4,1,9147
3363,3,37,150,0,150,0,2,1,1,0,0,0,0,9147
3364,34,34,131.3,0,132,0,1,1,0,1,0,10.5,0,9853
3365,34,37,120.4,0,133,0,1,0,0,0,0,13,0,9238
3367,19,38,125,0,137,0,1,1,0,1,0,14.61666667,1,9500
3369,1,1,142.7,0,150,0,1,0,1,1,0,11.33333333,0,9254
3370,37,37,130,0,130,0,3,0,0,1,0,0,0,9147
